File,Features,Value
r_0quiet41331_433985-hq.wav,"[ 3.48496433e-05  3.73644507e-05  2.24661926e-05  8.27262342e-01
  5.49754381e-01  5.06398582e+01 -5.44517975e+01 -5.45522385e+01
 -5.42386436e+01  1.91307045e-05  6.33799937e-06  6.11504629e-06
  8.90976480e-06  8.24486051e-06  4.99476437e-06  1.13004791e+02
  7.29645908e-01  5.72080791e-01  5.51776707e-01  3.34516853e-01]",[0.69515166]
r_0human187351_3297044-hq.wav,"[ 1.89307821e-03  9.39950533e-03  4.67367284e-03  2.13245926e+02
  1.11820671e+02 -7.18499451e+01 -5.40659943e+01 -6.36656532e+01
 -5.89446564e+01  3.62340990e-03  1.59448560e-03  4.57267684e-04
  1.79504533e-03  2.25954247e-03  1.17925601e-03  1.44505072e+01
  1.26864207e+00  1.11247659e+00  8.95727932e-01  4.62099731e-01]",[0.53697623]
r_1mechanical149273_1015240-hq.wav,"[ 1.43615576e-03  3.24526336e-03  1.02837256e-03  5.29380341e+01
  2.55640106e+01 -1.68043289e+02 -2.41694489e+01 -2.43604507e+01
 -2.43411884e+01  7.56403198e-04  3.77289864e-04  2.49656179e-04
  9.24071996e-04  6.66859327e-04  2.02530849e-04 -7.81641083e+01
  2.20670962e+00  2.30312848e+00  2.32829261e+00  1.26261270e+00]",[0.30719532]
r_0quiet94931_1499659-hq.wav,"[ 8.95449077e-04  8.58061656e-04  4.73659020e-04  1.98050632e+01
  1.11925707e+01 -5.35298538e+01 -3.50158844e+01 -3.51571388e+01
 -3.53554688e+01  1.78925198e-04  1.55598944e-04  1.76528774e-04
  2.02015261e-04  2.18043482e-04  1.28021362e-04  3.64397011e+01
  1.65851486e+00  1.62052476e+00  1.62187839e+00  1.41713357e+00]",[0.60339035]
r_0nature68205_289380-hq.wav,"[ 2.36174074e-07  3.48899505e-07  1.00802276e-06  8.74921121e-03
  2.22334880e-02 -1.39809540e+02 -1.85970955e+01 -1.93578453e+01
 -1.84280605e+01  8.79775541e-08  7.81022038e-08  4.17780903e-08
  8.09377809e-08  6.35296331e-08  9.72269802e-08 -4.85425711e+00
  1.46155012e+00  1.58191919e+00  1.69958663e+00  2.22758937e+00]",[0.44660596]
r_0quiet333221_2098408-hq.wav,"[ 3.51585855e-04  2.33646701e-04  2.59825058e-04  4.88200712e+00
  5.89769125e+00 -9.06554565e+01 -5.21329536e+01 -5.21703148e+01
 -5.20535965e+01  5.87593313e-05  4.03020640e-05  6.98856893e-05
  6.66133565e-05  5.97431244e-05  5.71267228e-05  1.18609076e+01
  9.84608352e-01  8.99732888e-01  9.89616573e-01  5.44201016e-01]",[0.71063773]
r_0quiet244882_4056007-hq.wav,"[ 1.71778069e-04  1.35360548e-04  1.09862296e-04  3.93109941e+00
  2.83751988e+00 -4.95240402e+01 -6.01796570e+01 -6.03257790e+01
 -6.03479500e+01  2.14189058e-05  3.49322981e-05  2.31264112e-05
  1.78100890e-05  2.11603965e-05  2.70264700e-05  3.27148361e+01
  8.67492676e-01  8.39143097e-01  8.68015230e-01  5.79657078e-01]",[0.60061321]
r_0human242932_3719168-hq.wav,"[ 4.93357191e-03  2.02977788e-02  7.34862546e-03  3.74394928e+02
  1.81598206e+02 -1.01231590e+02 -1.83896332e+01 -2.59484901e+01
 -2.15971775e+01  3.61583987e-03  2.63638003e-03  1.01364288e-03
  5.59751084e-03  5.72898192e-03  1.42112339e-03 -3.27681046e+01
  1.99343252e+00  2.00618672e+00  1.97978652e+00  1.47672176e+00]",[0.22897627]
r_0mechanical18867_62289-hq.wav,"[ 1.61147770e-03  1.16975082e-03  6.50487316e-04  2.57655373e+01
  1.64175262e+01 -9.76896362e+01 -2.12280369e+01 -2.12533436e+01
 -2.11943569e+01  2.25894823e-04  1.95204717e-04  3.29352944e-04
  2.86466442e-04  3.24647903e-04  1.52155611e-04  1.36279802e+01
  1.78308165e+00  1.74048829e+00  1.77127862e+00  1.42250156e+00]",[0.42470889]
r_0mechanical262574_525245-hq.wav,"[ 2.01035378e-04  2.44143477e-04  1.75704175e-04  5.15637159e+00
  3.98730493e+00 -2.66226940e+01 -3.96262856e+01 -4.00406418e+01
 -3.97722549e+01  6.09830058e-05  4.10600114e-05  3.97708172e-05
  5.80331289e-05  5.25139731e-05  3.67432403e-05  5.43584251e+01
  1.56444514e+00  1.47480750e+00  1.36124980e+00  1.09349656e+00]",[0.65437979]
r_0mechanical239939_3597870-hq.wav,"[ 5.80109714e-04  1.06011110e-03  8.20748101e-04  2.57930641e+01
  1.82443714e+01 -1.03148308e+02 -2.91850300e+01 -2.93919945e+01
 -2.89369373e+01  2.34353676e-04  2.07288380e-04  1.13368711e-04
  1.96797046e-04  2.75337719e-04  1.92855732e-04 -9.58866405e+00
  1.76517355e+00  1.73326051e+00  1.72269976e+00  1.48658574e+00]",[0.48066788]
r_0mechanical21066_45914-hq.wav,"[ 6.20435385e-05  5.13523191e-05  3.84387313e-05  9.33357179e-01
  9.23752666e-01 -1.12662315e+02 -3.67684441e+01 -3.75393982e+01
 -3.73391418e+01  1.28357506e-05  7.13209556e-06  1.11555610e-05
  1.47187011e-05  1.14905706e-05  7.99499685e-06 -8.24007320e+00
  1.59506416e+00  1.61924350e+00  1.71878934e+00  1.46387184e+00]",[0.66719153]
Oz St Mary bells.wav,"[ 2.14832695e-03  3.37838940e-03  1.71993091e-03  6.40737152e+01
  3.09365864e+01 -2.12119659e+02 -1.65419788e+01 -1.66167088e+01
 -1.66037178e+01  4.41247714e-04  4.43588884e-04  6.58925506e-04
  8.64973350e-04  1.27290061e-03  4.37698589e-04 -7.77275238e+01
  2.75134802e-01  2.56413281e-01  2.58703023e-01  5.44408679e-01]",[0.19892797]
r_0human58407_43834-hq.wav,"[ 1.33391318e-03  1.55916787e-03  9.99692129e-04  2.75607166e+01
  2.35621796e+01 -4.81325607e+01 -5.88413353e+01 -5.90403290e+01
 -5.88957558e+01  4.04668361e-04  2.05592194e-04  2.55429477e-04
  4.51652682e-04  3.25557630e-04  2.07395860e-04  3.18702831e+01
  1.01202548e+00  9.21446145e-01  9.15577412e-01  4.73253995e-01]",[0.59203604]
r_0human76849_7037-hq.wav,"[ 5.39400382e-04  1.36767665e-03  9.48471832e-04  2.93194733e+01
  1.71673603e+01 -7.20372696e+01 -2.54555721e+01 -2.63133297e+01
 -2.54644470e+01  2.04639262e-04  2.03014715e-04  1.25267703e-04
  3.07849667e-04  4.44588863e-04  3.77538890e-05  2.78540096e+01
  2.04874849e+00  1.87510073e+00  1.92129123e+00  1.81868196e+00]",[0.50712555]
r_0human261557_3748023-hq.wav,"[ 1.57710875e-03  1.87459786e-03  1.05702616e-02  5.10426292e+01
  2.52369461e+02 -1.68658997e+02 -1.66931095e+01 -1.67370911e+01
 -1.67107239e+01  6.53723488e-04  5.52562531e-04  9.68939930e-05
  4.22993908e-04  1.87258003e-04  1.21071830e-03 -4.33722343e+01
  1.80721760e+00  1.73436272e+00  1.61377966e+00  1.31994605e+00]",[0.28969307]
r_0nature99018_1654820-hq.wav,"[ 4.12357179e-03  2.34616618e-03  2.99049472e-03  5.47008896e+01
  7.03828506e+01 -1.25055023e+02 -4.23181915e+01 -4.23382607e+01
 -4.23266220e+01  4.88392601e-04  4.64468030e-04  8.23476701e-04
  6.46222616e-04  6.64671126e-04  6.50266069e-04 -2.52115021e+01
  1.27799380e+00  1.11791301e+00  1.10389447e+00  5.71558475e-01]",[0.50144637]
r_0nature152598_2029121-hq.wav,"[ 1.12849264e-03  1.19838922e-03  4.21440136e-03  3.12233524e+01
  8.23996048e+01 -1.14131294e+02 -3.68385468e+01 -3.82140694e+01
 -3.69472313e+01  2.35203974e-04  2.68934789e-04  2.37547894e-04
  2.49630219e-04  3.07020237e-04  3.74373485e-04 -1.92215710e+01
  1.82497430e+00  1.68450463e+00  1.57011855e+00  1.18076825e+00]",[0.46961405]
r_0human238549_1661766-hq.wav,"[ 6.65157044e-04  1.35110365e-03  7.30560685e-04  2.48893757e+01
  1.24317141e+01 -1.85819656e+02 -2.65530472e+01 -2.74359894e+01
 -2.72109795e+01  2.74277234e-04  1.69317485e-04  1.41550438e-04
  3.89707391e-04  4.35410970e-04  1.16764080e-04 -6.94729996e+01
  1.83813250e+00  1.81100523e+00  1.74028838e+00  1.27127862e+00]",[0.46806952]
r_0human140140_43-hq.wav,"[ 6.12385047e-04  1.36387884e-03  4.95599769e-03  6.44451523e+01
  1.30099152e+02 -9.36019211e+01 -4.12370338e+01 -4.70455284e+01
 -4.32114143e+01  1.61347984e-04  6.93430367e-04  9.86232699e-05
  1.35847571e-04  2.93399818e-04  1.26188283e-03  1.69983253e+01
  1.68701303e+00  1.74198806e+00  1.66133499e+00  1.46048999e+00]",[0.4665267]
r_0nature21047_210-hq.wav,"[ 8.51073310e-07  8.28767497e-07  7.21401302e-05  3.60063016e-02
  8.97881925e-01 -1.71034500e+02 -1.46776590e+01 -1.59485025e+01
 -1.48354645e+01  2.25514526e-07  3.88244075e-07  1.67418278e-07
  1.82751307e-07  1.78093089e-07  9.18701744e-07 -5.05093880e+01
  1.71137941e+00  1.62470973e+00  1.84056914e+00  1.56590593e+00]",[0.36637685]
r_0nature122742_1478120-hq.wav,"[ 6.74668117e-05  4.71216081e-05  5.66920717e-05  1.06716084e+00
  1.23902035e+00 -1.00579071e+02 -4.63540916e+01 -4.68192368e+01
 -4.72269554e+01  1.05419667e-05  8.91829131e-06  1.37694915e-05
  1.26627165e-05  1.24696326e-05  1.10886322e-05 -9.84634972e+00
  1.08485234e+00  1.11721098e+00  1.16363525e+00  7.50408947e-01]",[0.72257435]
Penticton grass.wav,"[ 2.92632903e-05  3.27914568e-05  3.85219828e-05  6.71645403e-01
  9.31304514e-01 -7.54855804e+01 -2.39561291e+01 -2.71789360e+01
 -2.52532539e+01  1.05218905e-05  5.53427844e-06  5.53587188e-06
  9.30272199e-06  6.76739910e-06  7.07947402e-06  1.24683743e+01
  4.93421286e-01  6.18318796e-01  6.74422801e-01  6.45767808e-01]",[0.56951544]
r_0quiet241659_1006701-hq.wav,"[ 6.66244887e-03  5.42488554e-03  5.63561509e-04  1.08353104e+02
  1.33447790e+01 -6.64574585e+01 -5.35653801e+01 -5.35883636e+01
 -5.35762596e+01  7.90988212e-04  7.28864630e-04  1.85679109e-03
  1.35619997e-03  1.85198418e-03  1.25298291e-04  1.43566027e+01
  1.03608823e+00  9.06572700e-01  7.94281483e-01  3.53160828e-01]",[0.5492455]
r_0society14468_36042-hq.wav,"[ 4.10911022e-03  8.86651501e-03  1.67736528e-03  9.21978607e+01
  3.79262733e+01 -1.62393250e+02 -2.87375488e+01 -2.90240002e+01
 -2.88660831e+01  2.08748388e-03  5.93819364e-04  5.10434038e-04
  3.48648033e-03  1.11094874e-03  3.52226081e-04 -3.61623039e+01
  1.77083528e+00  1.68969262e+00  1.64094257e+00  1.29272878e+00]",[0.31079864]
r_0nature65880_649468-hq.wav,"[ 9.93886351e-06  3.06443108e-05  2.76985829e-05  7.32955098e-01
  6.84214950e-01 -3.95674858e+01 -4.73166046e+01 -5.11913147e+01
 -4.85454979e+01  7.24462143e-06  5.78977551e-06  2.14117040e-06
  5.09151050e-06  7.77002515e-06  4.55583586e-06  3.07491379e+01
  1.00180554e+00  1.25989020e+00  1.15220594e+00  8.90889883e-01]",[0.61542205]
r_0quiet127242_116752-hq.wav,"[ 1.85887955e-04  5.02949057e-04  3.15028708e-04  1.16012201e+01
  7.24809313e+00 -6.83238678e+01 -3.70782928e+01 -4.80994263e+01
 -3.87595215e+01  1.05571511e-04  8.72066084e-05  4.49598010e-05
  1.02987637e-04  1.38184696e-04  6.53446623e-05  1.84717026e+01
  1.61977351e+00  1.45857155e+00  1.36783671e+00  1.02487671e+00]",[0.62572191]
r_1human44199_215874-hq.wav,"[ 1.39519048e-03  3.58419097e-03  3.97233618e-03  6.25858498e+01
  1.04588150e+02 -1.19463623e+02 -3.85071297e+01 -4.46467285e+01
 -3.98632164e+01  6.11117226e-04  4.87455109e-04  2.56696541e-04
  1.20173697e-03  7.83852884e-04  3.51419934e-04 -2.70729465e+01
  2.35659313e+00  2.23024988e+00  2.10400105e+00  1.40094042e+00]",[0.41302973]
r_0mechanical29856_57789-hq.wav,"[ 8.64286791e-04  6.59735641e-04  8.19974812e-04  1.38683176e+01
  2.08698044e+01 -1.99570969e+02 -3.21462059e+01 -3.25740356e+01
 -3.27924194e+01  1.36663162e-04  1.22337748e-04  1.58016002e-04
  2.01656207e-04  1.53687855e-04  2.01986622e-04 -8.20055695e+01
  1.78052509e+00  1.76637352e+00  1.67568028e+00  1.01233625e+00]",[0.57031495]
r_0nature96898_684000-hq.wav,"[ 9.28542067e-05  7.50237014e-05  1.21810022e-04  1.86509705e+00
  3.27219701e+00 -1.31296478e+02 -3.82993011e+01 -3.90549736e+01
 -3.78769073e+01  1.75331261e-05  1.58116218e-05  1.80623647e-05
  1.64361663e-05  1.78785012e-05  1.85439749e-05 -2.13481789e+01
  1.63514388e+00  1.65259182e+00  1.66219604e+00  1.29077137e+00]",[0.68918513]
r_0society42368_215874-hq.wav,"[ 4.98151500e-03  3.91063513e-03  2.22895131e-03  7.26223831e+01
  5.13735809e+01 -1.19306404e+02 -3.35612984e+01 -3.36363144e+01
 -3.36730003e+01  9.07627458e-04  5.51465666e-04  9.23535496e-04
  1.17060042e-03  9.44967032e-04  4.85797966e-04 -1.50395222e+01
  1.74556267e+00  1.69880462e+00  1.53791177e+00  1.17591703e+00]",[0.3993085]
r_0human267563_4463962-hq.wav,"[ 2.68448889e-03  7.03487359e-03  9.07125790e-03  1.53588898e+02
  1.67409027e+02 -9.38791046e+01 -2.28002586e+01 -2.51721725e+01
 -2.31259918e+01  1.58815761e-03  1.57886662e-03  2.59111897e-04
  2.67818198e-03  8.50929413e-04  3.27163329e-03  1.21235638e+01
  2.26654625e+00  2.13513207e+00  2.29119754e+00  2.17937946e+00]",[0.22982335]
r_0society48205_269533-hq.wav,"[ 8.73166136e-04  1.75293337e-03  3.03386571e-03  4.03823929e+01
  6.69756088e+01 -1.81766174e+02 -3.93206139e+01 -4.02031898e+01
 -3.90250626e+01  2.70096003e-04  3.26087669e-04  2.03038595e-04
  4.36579285e-04  4.77553054e-04  4.40337841e-04 -5.54527550e+01
  1.67222595e+00  1.65368593e+00  1.59816754e+00  1.28210258e+00]",[0.47332697]
r_0mechanical188150_1039739-hq.wav,"[ 4.25400998e-04  4.11930174e-04  2.86601717e-04  6.79407787e+00
  7.40702009e+00 -1.43451035e+02 -3.75367470e+01 -3.75463867e+01
 -3.75226402e+01  8.45410323e-05  5.03032024e-05  8.52303056e-05
  1.34159360e-04  9.20341190e-05  4.42833880e-05 -1.03044395e+01
  1.58949697e+00  1.59302950e+00  1.68308628e+00  1.36066937e+00]",[0.67054494]
r_0mechanical169167_2826383-hq.wav,"[ 6.58859441e-04  1.28165423e-03  9.09717346e-04  2.88424950e+01
  2.50280151e+01 -7.68997650e+01 -2.34808064e+01 -2.49829559e+01
 -2.52473125e+01  2.00523922e-04  2.28731384e-04  1.53312096e-04
  2.57733103e-04  3.25538276e-04  2.13512001e-04  2.41087704e+01
  1.64565325e+00  1.65899730e+00  1.73938870e+00  1.59574151e+00]",[0.49124189]
r_0quiet329960_1648170-hq.wav,"[ 2.07208708e-04  1.52449691e-04  1.75352892e-04  3.31491232e+00
  4.06558943e+00 -3.54571838e+01 -4.56784973e+01 -4.58186836e+01
 -4.59284554e+01  2.89105265e-05  2.74126323e-05  4.06547406e-05
  3.94769813e-05  3.66592976e-05  3.34590804e-05  4.71552696e+01
  1.07237530e+00  9.32047665e-01  8.90991628e-01  6.07875884e-01]",[0.64125955]
r_0human31781_266482-hq.wav,"[ 1.80839642e-03  7.27008190e-03  8.59089661e-03  1.11574341e+02
  1.83040558e+02 -1.52917908e+02 -2.54958954e+01 -2.64779243e+01
 -2.56947117e+01  1.51506229e-03  9.09518159e-04  3.37722333e-04
  2.58291396e-03  1.46671548e-03  1.33640866e-03 -3.31168213e+01
  2.03156877e+00  1.97327876e+00  1.94316125e+00  1.48017383e+00]",[0.17510421]
r_0quiet348862_4067257-hq.wav,"[ 6.14958350e-04  1.60862575e-03  5.23541588e-03  3.27460327e+01
  1.48139725e+02  2.39664536e+01 -4.26047401e+01 -5.77154922e+01
 -5.40241814e+01  3.20766878e-04  3.76329146e-04  7.49515166e-05
  6.08752773e-04  2.12614905e-04  7.67522724e-04  1.08316078e+02
  1.69468999e+00  9.47076023e-01  4.76065516e-01  3.12950581e-01]",[0.80959758]
r_0society57777_568652-hq.wav,"[ 2.14601913e-03  1.94393820e-03  3.00345453e-03  4.34486427e+01
  7.97178040e+01 -8.79522552e+01 -3.95087433e+01 -3.98410454e+01
 -3.98111992e+01  3.42126674e-04  3.68469337e-04  4.28320520e-04
  4.97676432e-04  5.08462719e-04  5.11010177e-04  1.09051046e+01
  1.26294374e+00  1.15671957e+00  1.13021231e+00  8.39477658e-01]",[0.53403562]
r_0mechanical244820_4056007-hq.wav,"[ 6.62154420e-08  4.61131897e-08  7.64409549e-08  1.10756163e-03
  1.76649960e-03 -1.18391685e+02 -6.49170532e+01 -7.34015579e+01
 -7.34829254e+01  7.75838949e-09  9.27534760e-09  1.36317970e-08
  1.02288258e-08  1.18199894e-08  1.22801174e-08 -3.21492386e+01
  4.58317339e-01  8.13781261e-01  1.37049305e+00  6.53816521e-01]",[0.86481896]
r_0quiet321723_5260872-hq.wav,"[ 4.97788897e-05  4.81808129e-05  8.65345010e-06  1.24440420e+00
  2.70762026e-01  7.26435089e+01 -2.58286057e+01 -2.62949715e+01
 -2.52354298e+01  8.34846924e-06  9.44111798e-06  9.61810929e-06
  8.39310906e-06  1.07802171e-05  1.35367588e-06  1.43355682e+02
  1.33606040e+00  1.12479424e+00  1.02972436e+00  1.01030362e+00]",[0.86353988]
r_0nature100208_1682853-hq.wav,"[ 2.20232829e-03  1.56753126e-03  2.54657236e-03  3.68471527e+01
  5.40207939e+01 -7.01335983e+01 -3.72274857e+01 -3.73047867e+01
 -3.73434258e+01  3.36750003e-04  3.25970090e-04  4.23942314e-04
  4.11082408e-04  3.77574848e-04  5.59837848e-04  3.78579636e+01
  1.32680154e+00  1.16996169e+00  1.17140448e+00  9.68398094e-01]",[0.60398328]
r_0society25823_21830-hq.wav,"[ 7.36008340e-04  7.63164833e-04  1.06497190e-03  1.89183578e+01
  2.43299065e+01 -7.76056290e+01 -4.47741089e+01 -4.73890915e+01
 -4.49335213e+01  1.45480182e-04  1.58826268e-04  1.58473034e-04
  1.60625146e-04  2.11076520e-04  2.14901418e-04  4.29517078e+00
  1.27835846e+00  1.19902027e+00  1.23701918e+00  7.45863855e-01]",[0.6281247]
r_0mechanical244364_557477-hq.wav,"[ 1.13724789e-03  7.18534051e-04  6.31846255e-04  1.59761295e+01
  1.42832298e+01 -8.96596375e+01 -3.50788689e+01 -3.50908966e+01
 -3.50775375e+01  1.33917027e-04  1.32248853e-04  2.06730401e-04
  2.12824380e-04  1.65820049e-04  1.62099735e-04  1.12475462e+01
  1.71661425e+00  1.66518962e+00  1.69022894e+00  1.44108701e+00]",[0.59101831]
r_0human350728_97763-hq.wav,"[ 4.05667291e-04  9.33494186e-04  2.56068946e-04  1.12155390e+01
  6.04962873e+00 -2.79660645e+01 -4.77336884e+01 -4.82989655e+01
 -4.74248047e+01  1.99506074e-04  7.21175238e-05  6.84247861e-05
  3.44798114e-04  1.57038958e-04  3.31894225e-05  5.24716072e+01
  1.08387125e+00  9.80914176e-01  1.00652456e+00  7.39761055e-01]",[0.62548089]
r_0human197144_3272432-hq.wav,"[ 2.74675107e-03  1.22554712e-02  5.32485312e-03  2.83656281e+02
  1.33218796e+02 -1.35892654e+02 -1.86764011e+01 -2.00731735e+01
 -1.83421440e+01  1.24179618e-03  1.92324002e-03  9.63520550e-04
  1.77596346e-03  5.06005669e-03  1.12705200e-03  1.78617835e-01
  1.99551153e+00  1.90212262e+00  1.95364022e+00  2.12383509e+00]",[0.24382425]
r_0human83360_791247-hq.wav,"[ 5.16598695e-04  1.04913255e-03  7.18055118e-04  2.09014053e+01
  1.58219872e+01 -1.00796295e+02 -2.14020672e+01 -2.18884716e+01
 -2.18855629e+01  3.07868642e-04  1.65970647e-04  8.80221196e-05
  2.65101873e-04  1.92982887e-04  1.51606175e-04  1.24987421e+01
  1.83428562e+00  1.87265587e+00  1.92895758e+00  1.65797424e+00]",[0.44126661]
Oz Pretty Beach water i.wav,"[ 1.14543119e-03  1.23309810e-03  2.34346162e-03  2.95400486e+01
  5.14942741e+01 -1.06825844e+02 -2.05714359e+01 -2.06643372e+01
 -2.06890774e+01  3.76672368e-04  2.78857624e-04  2.01096744e-04
  3.15277401e-04  2.75748054e-04  5.35269151e-04  7.93720102e+00
  4.61003095e-01  3.84773582e-01  4.70919758e-01  5.17000437e-01]",[0.36593034]
ActiveMoment.wav,"[ 1.06269494e-02  2.17158459e-02  8.89826551e-05  3.18535614e+02
  1.11051464e+01 -7.74722137e+01 -2.25979004e+01 -2.41589699e+01
 -2.21203175e+01  3.39612481e-03  2.08303123e-03  2.70060194e-03
  7.91765843e-03  5.57662826e-03  1.29695254e-05  4.64286804e+01
  5.16355574e-01  4.99537349e-01  5.84528744e-01  5.35050273e-01]",[0.47088823]
r_0society54826_667071-hq.wav,"[ 1.08879060e-03  1.02369476e-03  9.31216753e-04  2.54920578e+01
  2.40232716e+01 -1.16492111e+02 -3.96897812e+01 -3.98071213e+01
 -3.95390244e+01  1.40021526e-04  2.14771921e-04  2.21775874e-04
  2.22685383e-04  2.55111459e-04  2.43272734e-04 -3.81464958e-01
  1.27371013e+00  1.17328489e+00  1.16980982e+00  7.64948428e-01]",[0.61131414]
r_0nature19274_37876-hq.wav,"[ 2.99329713e-06  7.62678792e-06  3.40539373e-05  2.16230825e-01
  1.58847356e+00 -6.32443924e+01 -2.03470440e+01 -2.05894852e+01
 -2.05211887e+01  2.18946934e-06  1.61725973e-06  5.81529321e-07
  1.61038963e-06  1.56043609e-06  1.56551084e-06  5.56632004e+01
  1.58850157e+00  1.52905059e+00  1.52513874e+00  1.67236269e+00]",[0.62898054]
r_0quiet135620_2394357-hq.wav,"[ 5.64134098e-04  4.36352100e-04  3.17807397e-04  9.17854214e+00
  7.37594557e+00 -5.31650772e+01 -3.86755219e+01 -3.87795563e+01
 -3.84945984e+01  7.54162829e-05  6.79927398e-05  1.22736252e-04
  1.15626368e-04  1.38836840e-04  6.44726024e-05  3.56576920e+01
  1.14448702e+00  1.01775122e+00  9.94100034e-01  6.62592351e-01]",[0.63459247]
r_0mechanical160545_2193194-hq.wav,"[ 3.58170061e-03  2.37648538e-03  2.90051731e-03  5.45120125e+01
  6.81366577e+01 -1.47788406e+02 -3.13174572e+01 -3.13304710e+01
 -3.12964764e+01  6.75782154e-04  4.82735020e-04  7.08989741e-04
  5.55831357e-04  6.02022919e-04  9.65082203e-04 -2.19706841e+01
  1.84382153e+00  1.73498702e+00  1.62333632e+00  1.20881772e+00]",[0.34831639]
r_0mechanical239200_417293-hq.wav,"[ 1.48641299e-02  8.88709445e-03  7.36488146e-04  1.65126877e+02
  1.79783764e+01 -7.29590225e+01 -4.48729248e+01 -4.49005432e+01
 -4.48572960e+01  1.33127556e-03  1.07403554e-03  4.81167994e-03
  2.69076275e-03  3.16730724e-03  1.97920774e-04  2.49727173e+01
  1.09021866e+00  1.05807805e+00  1.07770562e+00  8.10003877e-01]",[0.56565288]
r_0nature61671_321967-hq.wav,"[ 1.74588140e-03  1.27238268e-03  2.20388919e-03  2.85678101e+01
  5.22610664e+01 -1.29994781e+02 -4.11037292e+01 -4.11433525e+01
 -4.11233368e+01  2.83258763e-04  2.30426624e-04  3.59582482e-04
  3.21905361e-04  3.37209931e-04  2.93234858e-04 -1.01329880e+01
  1.31521273e+00  1.21807098e+00  1.18025351e+00  8.62373829e-01]",[0.5830641]
r_0human20292_99904-hq.wav,"[ 1.03514444e-03  2.22431030e-03  2.18671770e-03  2.43955326e+01
  4.58071022e+01 -7.82017975e+01 -3.27924576e+01 -3.37567635e+01
 -3.36249886e+01  2.12173187e-03  1.67217047e-04  1.46294013e-04
  7.23420468e-04  1.86826510e-04  3.44850880e-04  3.60313492e+01
  1.70389688e+00  1.64827597e+00  1.60245740e+00  1.39917254e+00]",[0.60247091]
r_0nature101235_101011-hq.wav,"[ 2.69620286e-05  1.89624971e-05  6.05618079e-05  4.91573364e-01
  1.19591844e+00 -1.63681641e+02 -4.64011269e+01 -4.84174690e+01
 -4.67831345e+01  3.36601556e-06  4.61576428e-06  5.14093153e-06
  4.56446014e-06  4.83769418e-06  8.78344781e-06 -4.34233475e+01
  1.10008478e+00  1.08133233e+00  1.14369404e+00  6.23076797e-01]",[0.83536245]
r_0quiet215173_630202-hq.wav,"[ 1.31593924e-03  1.29736518e-03  5.82690700e-04  2.12373581e+01
  1.32462244e+01 -7.25130081e+01 -4.87966232e+01 -4.89061699e+01
 -4.89906960e+01  4.16519208e-04  1.49590269e-04  2.46674230e-04
  4.06937295e-04  2.64075061e-04  1.35050679e-04  2.48343639e+01
  1.02952242e+00  1.01864350e+00  1.03445065e+00  7.36853063e-01]",[0.63938211]
r_0quiet332784_5804919-hq.wav,"[ 3.24302877e-04  2.31311657e-04  3.82494269e-04  6.20321035e+00
  9.72897911e+00 -3.56084023e+01 -4.70377808e+01 -4.72664719e+01
 -4.69270096e+01  5.72383178e-05  5.86089118e-05  5.51142621e-05
  5.69731601e-05  4.61602685e-05  9.55052383e-05  4.02047234e+01
  9.85207915e-01  9.34757769e-01  8.10811996e-01  4.82084274e-01]",[0.62997622]
r_0nature103538_556488-hq.wav,"[ 1.01733596e-04  9.47095759e-05  1.12041784e-03  2.65889335e+00
  1.44937048e+01 -5.57806969e+01 -2.95711956e+01 -3.02116718e+01
 -2.92233601e+01  1.56300739e-05  2.43858958e-05  2.14380925e-05
  1.84488399e-05  2.68053464e-05  4.51563319e-05  6.10449867e+01
  1.73556578e+00  1.61397195e+00  1.67509758e+00  1.43066621e+00]",[0.69271263]
r_0mechanical73524_482913-hq.wav,"[ 2.17579491e-03  1.12085696e-03  3.68395558e-04  1.46040459e+01
  8.77545261e+00 -9.25746841e+01 -2.35302639e+01 -2.35480881e+01
 -2.35259514e+01  2.43644841e-04  1.05935367e-04  2.68990116e-04
  4.36143775e-04  1.82009404e-04  9.51231996e-05  1.34800148e+01
  1.80871034e+00  1.68304002e+00  1.65598094e+00  1.35512018e+00]",[0.49432386]
r_0nature31597_57789-hq.wav,"[ 5.27230324e-04  3.91423964e-04  2.93476129e-04  6.40007782e+00
  6.46510410e+00 -1.66754089e+02 -3.97159042e+01 -4.01269989e+01
 -3.93257751e+01  9.52683113e-05  5.17496119e-05  8.83635075e-05
  1.26024155e-04  7.51446205e-05  7.82833376e-05 -5.05168304e+01
  1.69991982e+00  1.65902281e+00  1.67178202e+00  1.00708520e+00]",[0.71602664]
r_0mechanical47044_230160-hq.wav,"[ 1.07087235e-05  1.82295844e-05  4.27638734e-05  3.79098892e-01
  9.50035572e-01 -9.34252396e+01 -3.07493916e+01 -3.15443649e+01
 -3.05727863e+01  4.57746910e-06  3.02642343e-06  2.29187663e-06
  4.81124061e-06  4.11423161e-06  3.45324497e-06  1.87088261e+01
  1.91054237e+00  1.91643131e+00  2.09593630e+00  2.01478457e+00]",[0.61611407]
